seed,family_size,arm,accepted,true_accepts,false_accepts,recall,empirical_fdr
322,3000,VeraDM-prior,3,3,0,1.0,0.0
323,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
323,3000,Random-25,0,0,0,0.0,0.0
323,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
324,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
324,3000,Random-25,0,0,0,0.0,0.0
324,3000,VeraDM-prior,3,3,0,1.0,0.0
325,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
325,3000,Random-25,0,0,0,0.0,0.0
325,3000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
326,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
326,3000,Random-25,0,0,0,0.0,0.0
326,3000,VeraDM-prior,3,3,0,1.0,0.0
327,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
327,3000,Random-25,0,0,0,0.0,0.0
327,3000,VeraDM-prior,4,3,1,1.0,0.25
328,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
328,3000,Random-25,0,0,0,0.0,0.0
328,3000,VeraDM-prior,3,3,0,1.0,0.0
329,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
329,3000,Random-25,0,0,0,0.0,0.0
329,3000,VeraDM-prior,3,3,0,1.0,0.0
330,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
330,3000,Random-25,0,0,0,0.0,0.0
330,3000,VeraDM-prior,4,3,1,1.0,0.25
331,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
331,3000,Random-25,0,0,0,0.0,0.0
331,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
332,3000,Exhaustive-Expanded,0,0,0,0.0,0.0
332,3000,Random-25,0,0,0,0.0,0.0
332,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
333,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
333,3000,Random-25,0,0,0,0.0,0.0
333,3000,VeraDM-prior,3,3,0,1.0,0.0
334,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
334,3000,Random-25,0,0,0,0.0,0.0
334,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
335,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
335,3000,Random-25,0,0,0,0.0,0.0
335,3000,VeraDM-prior,3,3,0,1.0,0.0
336,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
336,3000,Random-25,0,0,0,0.0,0.0
336,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
337,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
337,3000,Random-25,0,0,0,0.0,0.0
337,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
338,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
338,3000,Random-25,0,0,0,0.0,0.0
338,3000,VeraDM-prior,3,3,0,1.0,0.0
339,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
339,3000,Random-25,0,0,0,0.0,0.0
339,3000,VeraDM-prior,3,3,0,1.0,0.0
340,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
340,3000,Random-25,0,0,0,0.0,0.0
340,3000,VeraDM-prior,4,3,1,1.0,0.25
341,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
341,3000,Random-25,0,0,0,0.0,0.0
341,3000,VeraDM-prior,3,3,0,1.0,0.0
342,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
342,3000,Random-25,1,0,1,0.0,1.0
342,3000,VeraDM-prior,4,3,1,1.0,0.25
343,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
343,3000,Random-25,0,0,0,0.0,0.0
343,3000,VeraDM-prior,3,3,0,1.0,0.0
344,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
344,3000,Random-25,0,0,0,0.0,0.0
344,3000,VeraDM-prior,4,3,1,1.0,0.25
345,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
345,3000,Random-25,0,0,0,0.0,0.0
345,3000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
346,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
346,3000,Random-25,0,0,0,0.0,0.0
346,3000,VeraDM-prior,5,3,2,1.0,0.4
347,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
347,3000,Random-25,0,0,0,0.0,0.0
347,3000,VeraDM-prior,3,3,0,1.0,0.0
348,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
348,3000,Random-25,0,0,0,0.0,0.0
348,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
349,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
349,3000,Random-25,0,0,0,0.0,0.0
349,3000,VeraDM-prior,3,3,0,1.0,0.0
350,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
350,3000,Random-25,0,0,0,0.0,0.0
350,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
351,3000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
351,3000,Random-25,1,0,1,0.0,1.0
351,3000,VeraDM-prior,3,3,0,1.0,0.0
352,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
352,3000,Random-25,3,0,3,0.0,1.0
352,3000,VeraDM-prior,3,3,0,1.0,0.0
353,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
353,3000,Random-25,0,0,0,0.0,0.0
353,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
354,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
354,3000,Random-25,0,0,0,0.0,0.0
354,3000,VeraDM-prior,3,3,0,1.0,0.0
355,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
355,3000,Random-25,0,0,0,0.0,0.0
355,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
356,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
356,3000,Random-25,0,0,0,0.0,0.0
356,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
357,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
357,3000,Random-25,0,0,0,0.0,0.0
357,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
358,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
358,3000,Random-25,0,0,0,0.0,0.0
358,3000,VeraDM-prior,4,3,1,1.0,0.25
359,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
359,3000,Random-25,0,0,0,0.0,0.0
359,3000,VeraDM-prior,3,3,0,1.0,0.0
360,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
360,3000,Random-25,0,0,0,0.0,0.0
360,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
361,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
361,3000,Random-25,0,0,0,0.0,0.0
361,3000,VeraDM-prior,3,3,0,1.0,0.0
362,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
362,3000,Random-25,0,0,0,0.0,0.0
362,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
363,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
363,3000,Random-25,0,0,0,0.0,0.0
363,3000,VeraDM-prior,3,3,0,1.0,0.0
364,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
364,3000,Random-25,0,0,0,0.0,0.0
364,3000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
365,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
365,3000,Random-25,1,1,0,0.3333333333333333,0.0
365,3000,VeraDM-prior,3,3,0,1.0,0.0
366,3000,Exhaustive-Expanded,0,0,0,0.0,0.0
366,3000,Random-25,0,0,0,0.0,0.0
366,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
367,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
367,3000,Random-25,1,0,1,0.0,1.0
367,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
368,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
368,3000,Random-25,0,0,0,0.0,0.0
368,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
369,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
369,3000,Random-25,0,0,0,0.0,0.0
369,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
370,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
370,3000,Random-25,0,0,0,0.0,0.0
370,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
371,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
371,3000,Random-25,0,0,0,0.0,0.0
371,3000,VeraDM-prior,5,3,2,1.0,0.4
372,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
372,3000,Random-25,0,0,0,0.0,0.0
372,3000,VeraDM-prior,4,3,1,1.0,0.25
373,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
373,3000,Random-25,0,0,0,0.0,0.0
373,3000,VeraDM-prior,3,3,0,1.0,0.0
374,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
374,3000,Random-25,0,0,0,0.0,0.0
374,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
375,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
375,3000,Random-25,0,0,0,0.0,0.0
375,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
376,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
376,3000,Random-25,0,0,0,0.0,0.0
376,3000,VeraDM-prior,4,3,1,1.0,0.25
377,3000,Exhaustive-Expanded,5,3,2,1.0,0.4
377,3000,Random-25,0,0,0,0.0,0.0
377,3000,VeraDM-prior,3,3,0,1.0,0.0
378,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
378,3000,Random-25,0,0,0,0.0,0.0
378,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
379,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
379,3000,Random-25,0,0,0,0.0,0.0
379,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
380,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
380,3000,Random-25,0,0,0,0.0,0.0
380,3000,VeraDM-prior,3,3,0,1.0,0.0
381,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
381,3000,Random-25,0,0,0,0.0,0.0
381,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
382,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
382,3000,Random-25,0,0,0,0.0,0.0
382,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
383,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
383,3000,Random-25,0,0,0,0.0,0.0
383,3000,VeraDM-prior,3,3,0,1.0,0.0
384,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
384,3000,Random-25,1,1,0,0.3333333333333333,0.0
384,3000,VeraDM-prior,4,3,1,1.0,0.25
385,3000,Exhaustive-Expanded,5,2,3,0.6666666666666666,0.6
385,3000,Random-25,0,0,0,0.0,0.0
385,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
386,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
386,3000,Random-25,0,0,0,0.0,0.0
386,3000,VeraDM-prior,3,3,0,1.0,0.0
387,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
387,3000,Random-25,1,0,1,0.0,1.0
387,3000,VeraDM-prior,3,3,0,1.0,0.0
388,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
388,3000,Random-25,0,0,0,0.0,0.0
388,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
389,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
389,3000,Random-25,2,1,1,0.3333333333333333,0.5
389,3000,VeraDM-prior,3,3,0,1.0,0.0
390,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
390,3000,Random-25,0,0,0,0.0,0.0
390,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
391,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
391,3000,Random-25,0,0,0,0.0,0.0
391,3000,VeraDM-prior,3,3,0,1.0,0.0
392,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
392,3000,Random-25,1,1,0,0.3333333333333333,0.0
392,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
393,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
393,3000,Random-25,0,0,0,0.0,0.0
393,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
394,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
394,3000,Random-25,0,0,0,0.0,0.0
394,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
395,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
395,3000,Random-25,0,0,0,0.0,0.0
395,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
396,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
396,3000,Random-25,0,0,0,0.0,0.0
396,3000,VeraDM-prior,3,3,0,1.0,0.0
397,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
397,3000,Random-25,0,0,0,0.0,0.0
397,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
398,3000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
398,3000,Random-25,0,0,0,0.0,0.0
398,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
399,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
399,3000,Random-25,0,0,0,0.0,0.0
399,3000,VeraDM-prior,4,3,1,1.0,0.25
400,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
400,3000,Random-25,0,0,0,0.0,0.0
400,3000,VeraDM-prior,3,3,0,1.0,0.0
401,3000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
401,3000,Random-25,0,0,0,0.0,0.0
401,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
402,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
402,3000,Random-25,0,0,0,0.0,0.0
402,3000,VeraDM-prior,3,3,0,1.0,0.0
403,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
403,3000,Random-25,0,0,0,0.0,0.0
403,3000,VeraDM-prior,3,3,0,1.0,0.0
404,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
404,3000,Random-25,0,0,0,0.0,0.0
404,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
405,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
405,3000,Random-25,0,0,0,0.0,0.0
405,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
406,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
406,3000,Random-25,0,0,0,0.0,0.0
406,3000,VeraDM-prior,4,3,1,1.0,0.25
407,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
407,3000,Random-25,0,0,0,0.0,0.0
407,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
408,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
408,3000,Random-25,0,0,0,0.0,0.0
408,3000,VeraDM-prior,3,3,0,1.0,0.0
409,3000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
409,3000,Random-25,0,0,0,0.0,0.0
409,3000,VeraDM-prior,0,0,0,0.0,0.0
410,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
410,3000,Random-25,0,0,0,0.0,0.0
410,3000,VeraDM-prior,4,3,1,1.0,0.25
411,3000,Exhaustive-Expanded,0,0,0,0.0,0.0
411,3000,Random-25,0,0,0,0.0,0.0
411,3000,VeraDM-prior,3,3,0,1.0,0.0
412,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
412,3000,Random-25,1,0,1,0.0,1.0
412,3000,VeraDM-prior,3,3,0,1.0,0.0
413,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
413,3000,Random-25,0,0,0,0.0,0.0
413,3000,VeraDM-prior,3,3,0,1.0,0.0
414,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
414,3000,Random-25,0,0,0,0.0,0.0
414,3000,VeraDM-prior,3,3,0,1.0,0.0
415,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
415,3000,Random-25,0,0,0,0.0,0.0
415,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
416,3000,Exhaustive-Expanded,5,3,2,1.0,0.4
416,3000,Random-25,0,0,0,0.0,0.0
416,3000,VeraDM-prior,3,3,0,1.0,0.0
417,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
417,3000,Random-25,0,0,0,0.0,0.0
417,3000,VeraDM-prior,3,3,0,1.0,0.0
418,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
418,3000,Random-25,0,0,0,0.0,0.0
418,3000,VeraDM-prior,3,3,0,1.0,0.0
419,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
419,3000,Random-25,0,0,0,0.0,0.0
419,3000,VeraDM-prior,4,3,1,1.0,0.25
420,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
420,3000,Random-25,0,0,0,0.0,0.0
420,3000,VeraDM-prior,3,3,0,1.0,0.0
421,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
421,3000,Random-25,0,0,0,0.0,0.0
421,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
422,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
422,3000,Random-25,0,0,0,0.0,0.0
422,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
423,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
423,3000,Random-25,0,0,0,0.0,0.0
423,3000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
424,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
424,3000,Random-25,0,0,0,0.0,0.0
424,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
425,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
425,3000,Random-25,1,0,1,0.0,1.0
425,3000,VeraDM-prior,3,3,0,1.0,0.0
426,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
426,3000,Random-25,0,0,0,0.0,0.0
426,3000,VeraDM-prior,3,3,0,1.0,0.0
427,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
427,3000,Random-25,0,0,0,0.0,0.0
427,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
428,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
428,3000,Random-25,0,0,0,0.0,0.0
428,3000,VeraDM-prior,3,3,0,1.0,0.0
429,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
429,3000,Random-25,0,0,0,0.0,0.0
429,3000,VeraDM-prior,3,3,0,1.0,0.0
430,3000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
430,3000,Random-25,0,0,0,0.0,0.0
430,3000,VeraDM-prior,3,3,0,1.0,0.0
431,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
431,3000,Random-25,0,0,0,0.0,0.0
431,3000,VeraDM-prior,5,3,2,1.0,0.4
432,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
432,3000,Random-25,0,0,0,0.0,0.0
432,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
433,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
433,3000,Random-25,0,0,0,0.0,0.0
433,3000,VeraDM-prior,4,3,1,1.0,0.25
434,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
434,3000,Random-25,0,0,0,0.0,0.0
434,3000,VeraDM-prior,3,3,0,1.0,0.0
435,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
435,3000,Random-25,0,0,0,0.0,0.0
435,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
436,3000,Exhaustive-Expanded,5,3,2,1.0,0.4
436,3000,Random-25,0,0,0,0.0,0.0
436,3000,VeraDM-prior,5,3,2,1.0,0.4
437,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
437,3000,Random-25,0,0,0,0.0,0.0
437,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
438,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
438,3000,Random-25,0,0,0,0.0,0.0
438,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
439,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
439,3000,Random-25,0,0,0,0.0,0.0
439,3000,VeraDM-prior,3,3,0,1.0,0.0
440,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
440,3000,Random-25,0,0,0,0.0,0.0
440,3000,VeraDM-prior,3,3,0,1.0,0.0
441,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
441,3000,Random-25,0,0,0,0.0,0.0
441,3000,VeraDM-prior,3,3,0,1.0,0.0
442,3000,Exhaustive-Expanded,3,1,2,0.3333333333333333,0.6666666666666666
442,3000,Random-25,0,0,0,0.0,0.0
442,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
443,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
443,3000,Random-25,0,0,0,0.0,0.0
443,3000,VeraDM-prior,3,3,0,1.0,0.0
444,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
444,3000,Random-25,0,0,0,0.0,0.0
444,3000,VeraDM-prior,4,3,1,1.0,0.25
445,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
445,3000,Random-25,0,0,0,0.0,0.0
445,3000,VeraDM-prior,4,3,1,1.0,0.25
446,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
446,3000,Random-25,0,0,0,0.0,0.0
446,3000,VeraDM-prior,4,3,1,1.0,0.25
447,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
447,3000,Random-25,0,0,0,0.0,0.0
447,3000,VeraDM-prior,3,3,0,1.0,0.0
448,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
448,3000,Random-25,0,0,0,0.0,0.0
448,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
449,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
449,3000,Random-25,0,0,0,0.0,0.0
449,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
450,3000,Exhaustive-Expanded,5,3,2,1.0,0.4
450,3000,Random-25,0,0,0,0.0,0.0
450,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
451,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
451,3000,Random-25,0,0,0,0.0,0.0
451,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
452,3000,Exhaustive-Expanded,0,0,0,0.0,0.0
452,3000,Random-25,0,0,0,0.0,0.0
452,3000,VeraDM-prior,3,3,0,1.0,0.0
453,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
453,3000,Random-25,0,0,0,0.0,0.0
453,3000,VeraDM-prior,3,3,0,1.0,0.0
454,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
454,3000,Random-25,0,0,0,0.0,0.0
454,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
455,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
455,3000,Random-25,0,0,0,0.0,0.0
455,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
456,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
456,3000,Random-25,1,0,1,0.0,1.0
456,3000,VeraDM-prior,3,3,0,1.0,0.0
457,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
457,3000,Random-25,0,0,0,0.0,0.0
457,3000,VeraDM-prior,5,3,2,1.0,0.4
458,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
458,3000,Random-25,0,0,0,0.0,0.0
458,3000,VeraDM-prior,6,3,3,1.0,0.5
459,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
459,3000,Random-25,1,0,1,0.0,1.0
459,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
460,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
460,3000,Random-25,0,0,0,0.0,0.0
460,3000,VeraDM-prior,4,3,1,1.0,0.25
461,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
461,3000,Random-25,0,0,0,0.0,0.0
461,3000,VeraDM-prior,3,3,0,1.0,0.0
462,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
462,3000,Random-25,1,0,1,0.0,1.0
462,3000,VeraDM-prior,3,3,0,1.0,0.0
463,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
463,3000,Random-25,0,0,0,0.0,0.0
463,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
464,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
464,3000,Random-25,0,0,0,0.0,0.0
464,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
465,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
465,3000,Random-25,0,0,0,0.0,0.0
465,3000,VeraDM-prior,5,3,2,1.0,0.4
466,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
466,3000,Random-25,0,0,0,0.0,0.0
466,3000,VeraDM-prior,3,3,0,1.0,0.0
467,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
467,3000,Random-25,0,0,0,0.0,0.0
467,3000,VeraDM-prior,3,3,0,1.0,0.0
468,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
468,3000,Random-25,0,0,0,0.0,0.0
468,3000,VeraDM-prior,3,3,0,1.0,0.0
469,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
469,3000,Random-25,0,0,0,0.0,0.0
469,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
470,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
470,3000,Random-25,0,0,0,0.0,0.0
470,3000,VeraDM-prior,3,3,0,1.0,0.0
471,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
471,3000,Random-25,0,0,0,0.0,0.0
471,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
472,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
472,3000,Random-25,0,0,0,0.0,0.0
472,3000,VeraDM-prior,3,3,0,1.0,0.0
473,3000,Exhaustive-Expanded,4,3,1,1.0,0.25
473,3000,Random-25,0,0,0,0.0,0.0
473,3000,VeraDM-prior,3,3,0,1.0,0.0
474,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
474,3000,Random-25,0,0,0,0.0,0.0
474,3000,VeraDM-prior,3,3,0,1.0,0.0
475,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
475,3000,Random-25,0,0,0,0.0,0.0
475,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
476,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
476,3000,Random-25,2,0,2,0.0,1.0
476,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
477,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
477,3000,Random-25,0,0,0,0.0,0.0
477,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
478,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
478,3000,Random-25,0,0,0,0.0,0.0
478,3000,VeraDM-prior,4,3,1,1.0,0.25
